time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-02-20T19:21:12.896Z,41.8493,-119.6748,2.5281,1.04,ml,3,224.25,0.139,0.1079,nn,nn00483766,2015-02-20T19:54:23.163Z,"67km SE of Lakeview, Oregon",earthquake
2015-02-20T19:15:54.610Z,44.8025,-111.009,5.18,2.4,ml,24,120,0.043,0.15,uu,uu60102467,2015-02-23T17:01:00.230Z,"17km NNE of West Yellowstone, Montana",earthquake
2015-02-20T19:15:54.400Z,19.0627,-66.8085,46,2.8,Md,13,270,0.63870217,0.38,pr,pr15051005,2015-02-21T16:00:26.040Z,"63km N of Hatillo, Puerto Rico",earthquake
2015-02-20T19:14:53.691Z,41.866,-119.6499,9.5676,1.83,ml,5,221.94,0.14,0.1001,nn,nn00483765,2015-02-20T21:33:51.340Z,"70km SE of Lakeview, Oregon",earthquake
2015-02-20T19:11:31.810Z,41.8563,-119.6431,8.4964,2.8,ml,7,124.2,0.15,0.133,nn,nn00483757,2015-02-21T15:47:46.040Z,"68km ESE of Lakeview, Oregon",earthquake
2015-02-20T19:00:23.263Z,40.0783,-119.2614,6.5253,0.61,ml,4,270.1,0.171,0.0137,nn,nn00483794,2015-02-20T22:17:07.253Z,"52km N of Fernley, Nevada",earthquake
2015-02-20T18:58:43.990Z,34.3866667,-116.8965,4.28,1.14,ml,14,239,0.1257,0.13,ci,ci37098191,2015-02-21T02:59:57.652Z,"9km SE of Lucerne Valley, California",earthquake
2015-02-20T18:52:47.600Z,46.2886667,-118.0775,0.01,1.99,md,16,288,0.7092,0.43,uw,uw60972971,2015-02-20T21:20:08.100Z,"6km ENE of Waitsburg, Washington",explosion
2015-02-20T18:52:04.000Z,63.5564,-149.1984,101.6,1.3,ml,,,,0.34,ak,ak11516965,2015-02-24T18:50:22.479Z,"22km NW of Cantwell, Alaska",earthquake
2015-02-20T18:51:00.000Z,63.1822,-152.3534,2.9,1.4,ml,,,,0.94,ak,ak11514152,2015-02-24T18:50:32.167Z,"149km NW of Talkeetna, Alaska",earthquake
2015-02-20T18:48:51.700Z,19.345,-155.0728,4.9,1.4,Md,,172.8,0.04491576,0.17,hv,hv60856216,2015-02-21T02:51:27.449Z,"18km S of Fern Acres, Hawaii",earthquake
2015-02-20T18:48:46.000Z,63.3187,-151.5554,8.7,1.4,ml,,,,0.78,ak,ak11514150,2015-02-24T18:50:53.783Z,"130km W of Cantwell, Alaska",earthquake
2015-02-20T18:41:44.860Z,48.168,-119.928,4.07,1.45,md,9,173,0.2107,0.2,uw,uw60972946,2015-02-20T21:22:43.780Z,"13km NW of Brewster, Washington",earthquake
2015-02-20T18:40:50.600Z,18.7632,-66.2776,85,2.9,Md,3,334.8,0.63151564,0.05,pr,pr15051004,2015-02-21T15:41:07.040Z,"33km N of Dorado, Puerto Rico",earthquake
2015-02-20T18:39:18.220Z,46.4461667,-122.2298333,16.47,0.21,md,9,205,0.02869,0.16,uw,uw60972941,2015-02-20T21:24:50.930Z,"12km SSE of Morton, Washington",earthquake
2015-02-20T18:30:07.000Z,54.2706,-162.409,40.2,3,ml,,,,0.76,ak,ak11514148,2015-02-24T18:51:46.586Z,"91km SE of False Pass, Alaska",earthquake
2015-02-20T18:25:06.000Z,62.2746,-150.0363,7.2,0.9,ml,,,,0.44,ak,ak11514147,2015-02-24T18:50:35.011Z,"6km SE of Talkeetna, Alaska",earthquake
2015-02-20T18:22:46.050Z,38.8284988,-122.7939987,1.9,0.87,md,15,57,0.0103,0.02,nc,nc72398290,2015-02-20T19:02:06.182Z,"6km W of Cobb, California",earthquake
2015-02-20T18:18:15.000Z,63.2599,-151.6224,3.6,0.7,ml,,,,0.48,ak,ak11516960,2015-02-24T18:50:21.616Z,"129km NW of Talkeetna, Alaska",earthquake
2015-02-20T18:16:28.170Z,27.1243,54.7424,40.47,4.5,mb,,85,2.537,0.71,us,usc000try2,2015-02-21T15:38:44.944Z,"64km NNW of Bandar-e Lengeh, Iran",earthquake
2015-02-20T18:13:17.630Z,33.3175,-116.3248333,11.97,0.8,ml,19,208,0.09164,0.16,ci,ci37098103,2015-02-21T02:07:08.344Z,"8km NE of Borrego Springs, California",earthquake
2015-02-20T18:11:09.570Z,38.7923317,-122.7593307,2.42,0.52,md,8,144,0.01986,0.01,nc,nc72398280,2015-02-20T18:40:06.870Z,"1km N of The Geysers, California",earthquake
2015-02-20T18:06:17.000Z,53.0054,-169.0881,88.4,2.4,ml,,,,0.51,ak,ak11514146,2015-02-24T18:51:01.438Z,"16km WNW of Nikolski, Alaska",earthquake
2015-02-20T17:54:44.930Z,40.0413333,-122.8636667,8.9,1.09,md,12,65,0.1468,0.07,nc,nc72398275,2015-02-21T01:18:01.060Z,"39km W of Rancho Tehama Reserve, California",earthquake
2015-02-20T17:50:25.000Z,61.7451,-151.2085,77,1.3,ml,,,,0.22,ak,ak11514132,2015-02-24T18:50:34.250Z,"61km W of Willow, Alaska",earthquake
2015-02-20T17:48:53.600Z,36.0575,-117.5878333,1.1,0.88,ml,18,68,0.08008,0.25,ci,ci37098079,2015-02-23T23:49:36.145Z,"32km ENE of Little Lake, California",earthquake
2015-02-20T17:47:01.670Z,35.043,-118.3586667,6,1.29,ml,6,104,0.05413,0.28,ci,ci37098087,2015-02-21T02:10:07.267Z,"13km SE of Tehachapi, California",earthquake
2015-02-20T17:43:52.710Z,39.4181667,-111.9201667,10.96,1.35,md,6,151,0.12,0.05,uu,uu60102457,2015-02-23T16:18:02.680Z,"29km WNW of Ephraim, Utah",earthquake
2015-02-20T17:41:13.960Z,36.0545,-117.6006667,2.4,0.55,ml,11,108,0.09054,0.13,ci,ci37098071,2015-02-21T01:57:02.066Z,"30km ENE of Little Lake, California",earthquake
2015-02-20T17:39:19.000Z,65.796,-150.6305,18.9,1.6,ml,,,,0.65,ak,ak11514101,2015-02-24T18:50:52.867Z,"88km N of Manley Hot Springs, Alaska",earthquake
2015-02-20T17:37:50.300Z,19.2183,-155.3977,33.1,1.7,Md,,151.2,0.01796631,0.11,hv,hv60856186,2015-02-20T22:37:13.951Z,"8km E of Pahala, Hawaii",earthquake
2015-02-20T17:35:37.060Z,36.0376667,-117.7803333,1.1,0.66,ml,18,67,0.01743,0.31,ci,ci37098063,2015-02-23T23:49:51.153Z,"15km E of Coso Junction, California",earthquake
2015-02-20T17:31:10.080Z,33.6305,-116.6786667,14.37,0.71,ml,30,71,0.05685,0.2,ci,ci37098055,2015-02-23T23:50:44.510Z,"8km N of Anza, California",earthquake
2015-02-20T17:28:29.810Z,46.2956667,-122.21,5.19,0.2,md,16,132,0.02127,0.14,uw,uw60972881,2015-02-20T22:50:28.970Z,"29km S of Morton, Washington",earthquake
2015-02-20T17:24:54.000Z,61.6844,-148.2025,4,0.9,ml,,,,0.72,ak,ak11514099,2015-02-24T18:50:36.556Z,"36km ESE of Sutton-Alpine, Alaska",earthquake
2015-02-20T17:24:11.150Z,36.053,-117.593,1.1,0.67,ml,12,102,0.08441,0.18,ci,ci37098039,2015-02-23T23:50:11.167Z,"31km ENE of Little Lake, California",earthquake
2015-02-20T17:18:49.000Z,63.2595,-149.9726,98.2,0.9,ml,,,,0.38,ak,ak11516955,2015-02-24T18:50:20.576Z,"53km WSW of Cantwell, Alaska",earthquake
2015-02-20T17:18:28.510Z,33.4751667,-116.5713333,9.39,0.82,ml,31,106,0.03233,0.21,ci,ci37098031,2015-02-23T23:50:53.060Z,"13km SE of Anza, California",earthquake
2015-02-20T17:13:00.680Z,33.6163333,-116.6766667,12.82,-0.41,ml,8,110,0.06971,0.09,ci,ci37098015,2015-02-23T18:23:03.371Z,"7km N of Anza, California",earthquake
2015-02-20T17:07:57.300Z,39.7226667,-111.166,3.6,2.04,ml,16,73,0.087,0.12,uu,uu60102447,2015-02-23T16:12:52.300Z,"25km ENE of Fairview, Utah",earthquake
2015-02-20T17:04:51.870Z,36.059,-117.5896667,6.49,0.36,ml,5,131,0.08157,0.13,ci,ci37098007,2015-02-21T01:59:56.267Z,"32km ENE of Little Lake, California",earthquake
2015-02-20T16:51:03.760Z,32.8875,-117.281,13.28,1.49,ml,29,218,0.148,0.18,ci,ci37097975,2015-02-23T23:50:31.182Z,"4km N of La Jolla, California",earthquake
2015-02-20T16:42:24.640Z,37.242,-118.6011667,13.62,1.5,md,17,251,0.115,0.03,nc,nc72398265,2015-02-20T23:21:07.250Z,"18km SW of West Bishop, California",earthquake
2015-02-20T16:30:31.660Z,38.8361664,-122.807663,2.66,0.69,md,13,71,0.01289,0.02,nc,nc72398255,2015-02-20T18:19:02.002Z,"7km WNW of Cobb, California",earthquake
2015-02-20T16:21:24.000Z,63.6736,-148.127,71.9,0.9,ml,,,,0.49,ak,ak11516954,2015-02-24T18:50:19.221Z,"46km ESE of Healy, Alaska",earthquake
2015-02-20T16:16:50.960Z,38.7898331,-122.7628326,2.41,0.28,md,7,97,0.01922,0.01,nc,nc72398245,2015-02-20T17:55:03.185Z,"1km NNW of The Geysers, California",earthquake
2015-02-20T16:11:45.130Z,36.2481667,-120.814,7.77,1.78,md,51,110,0.0338,0.05,nc,nc72398235,2015-02-20T22:55:05.616Z,"28km E of King City, California",earthquake
2015-02-20T16:10:56.030Z,38.8375015,-122.8066635,2.66,0.69,md,9,114,0.01278,0.01,nc,nc72398240,2015-02-20T16:12:30.730Z,"7km WNW of Cobb, California",earthquake
2015-02-20T16:04:57.210Z,35.9245,-120.4733333,4.91,0.73,md,25,97,0.01743,0.07,nc,nc72398230,2015-02-20T18:58:13.416Z,"25km SSW of Coalinga, California",earthquake
2015-02-20T16:00:15.350Z,36.031,-117.8201667,0.7,0.84,ml,13,70,0.04488,0.16,ci,ci37097951,2015-02-21T01:57:21.115Z,"12km E of Coso Junction, California",earthquake
2015-02-20T15:59:52.660Z,38.8033333,-122.8174973,3.21,0.65,md,13,68,0.01067,0.02,nc,nc72398225,2015-02-20T16:57:08.557Z,"6km WNW of The Geysers, California",earthquake
2015-02-20T15:57:45.190Z,35.9629,142.3305,27.41,4.4,mb,,157,1.753,1.17,us,usc000trxa,2015-02-21T00:00:20.624Z,"137km E of Hasaki, Japan",earthquake
2015-02-20T15:57:14.340Z,38.8059998,-122.8235016,2.61,0.91,md,16,66,0.01932,0.02,nc,nc72398220,2015-02-20T16:47:08.165Z,"6km WNW of The Geysers, California",earthquake
2015-02-20T15:57:10.270Z,38.8068352,-122.8255005,2.65,1.54,md,12,64,0.003518,0.03,nc,nc72398215,2015-02-20T18:59:03.472Z,"6km WNW of The Geysers, California",earthquake
2015-02-20T15:57:02.870Z,38.8071671,-122.8239975,2.57,0.8,md,14,64,0.004389,0.03,nc,nc72398210,2015-02-20T17:31:03.604Z,"6km WNW of The Geysers, California",earthquake
2015-02-20T15:53:16.350Z,38.8028336,-122.814003,3.23,0.51,md,10,84,0.0133,0.01,nc,nc72398205,2015-02-20T16:44:02.505Z,"5km WNW of The Geysers, California",earthquake
2015-02-20T15:50:35.740Z,38.8011667,-122.8165,3.46,1.95,md,55,48,0.01254,0.05,nc,nc72398195,2015-02-20T22:26:07.158Z,"5km WNW of The Geysers, California",earthquake
2015-02-20T15:48:17.020Z,33.3295,-116.3056667,14.25,0.76,ml,25,132,0.1116,0.2,ci,ci37097943,2015-02-23T23:50:51.193Z,"10km NE of Borrego Springs, California",earthquake
2015-02-20T15:39:18.370Z,-31.1279,-178.3055,39.2,5.3,mb,,103,1.904,1.39,us,usc000trx4,2015-02-20T23:41:46.884Z,"65km ENE of L'Esperance Rock, New Zealand",earthquake
2015-02-20T15:33:57.170Z,35.9025,-117.914,2.35,0.32,ml,6,146,0.06051,0.09,ci,ci37097927,2015-02-21T01:43:16.880Z,"4km S of Little Lake, California",earthquake
2015-02-20T15:31:23.780Z,44.3236667,-111.0026667,2.1,1.19,md,7,122,0.152,0.09,uu,uu60102432,2015-02-23T16:05:08.320Z,"20km SW of Old Faithful Geyser, Wyoming",earthquake
2015-02-20T15:19:29.370Z,33.9381667,-118.2795,8.67,2.01,ml,41,68,0.02262,0.32,ci,ci37097919,2015-02-24T05:40:22.446Z,"3km NW of Willowbrook, California",earthquake
2015-02-20T15:16:38.350Z,36.0556667,-117.5951667,1.1,1.52,ml,27,69,0.08605,0.21,ci,ci37097911,2015-02-23T23:51:01.860Z,"31km ENE of Little Lake, California",earthquake
2015-02-20T15:10:49.970Z,37.0892,-117.1075,14.19,0.57,ml,8,140.45,0.122,,nn,nn00483731,2015-02-20T15:12:18.456Z,"36km WNW of Beatty, Nevada",earthquake
2015-02-20T15:00:23.320Z,38.7431667,-122.7238333,0.49,0.31,md,9,115,0.009906,0.07,nc,nc72398180,2015-02-21T01:11:58.830Z,"4km SE of The Geysers, California",earthquake
2015-02-20T14:51:53.000Z,62.3898,-148.1001,26.2,0.5,ml,,,,0.27,ak,ak11516953,2015-02-24T18:51:10.509Z,"76km NNE of Sutton-Alpine, Alaska",earthquake
2015-02-20T14:48:49.000Z,60.5873,-142.9491,11,0.7,ml,,,,0.29,ak,ak11516952,2015-02-24T18:50:16.500Z,"64km NNW of Cape Yakataga, Alaska",earthquake
2015-02-20T14:46:19.000Z,60.3166,-141.6916,7.8,1.1,ml,,,,0.4,ak,ak11514003,2015-02-24T18:49:57.413Z,"49km NE of Cape Yakataga, Alaska",earthquake
2015-02-20T14:45:46.530Z,40.3785,-121.5201667,5.76,0.3,md,7,173,0.07629,0.03,nc,nc72398175,2015-02-20T18:43:06.190Z,"25km WNW of Chester, California",earthquake
2015-02-20T14:45:46.130Z,38.8165016,-122.8054962,2.82,0.69,md,9,85,0.007757,0.02,nc,nc72398170,2015-02-20T15:56:02.528Z,"6km NW of The Geysers, California",earthquake
2015-02-20T14:36:05.000Z,18.4617,-66.8069,117,2.9,Md,14,172.8,0.12396751,0.25,pr,pr15051002,2015-02-20T22:38:38.563Z,"2km SW of Carrizales, Puerto Rico",earthquake
2015-02-20T14:33:35.040Z,37.6296667,-118.8715,5.08,1.46,md,30,78,0.01263,0.05,nc,nc72398165,2015-02-21T03:45:07.641Z,"9km ESE of Mammoth Lakes, California",earthquake
2015-02-20T14:31:38.450Z,36.0573333,-117.601,2.16,0.32,ml,7,111,0.09075,0.1,ci,ci37097887,2015-02-21T01:39:51.861Z,"31km ENE of Little Lake, California",earthquake
2015-02-20T14:30:01.280Z,38.8058333,-122.8103333,3.61,0.2,md,25,53,0.01194,0.03,nc,nc72398155,2015-02-21T01:21:09.390Z,"5km NW of The Geysers, California",earthquake
2015-02-20T14:29:18.980Z,38.8073333,-122.8113333,3.35,0.16,md,18,52,0.01254,0.03,nc,nc72398150,2015-02-21T00:47:21.660Z,"5km NW of The Geysers, California",earthquake
2015-02-20T14:29:06.330Z,38.809166,-122.8106689,2.96,1.03,md,7,95,0.01206,0.02,nc,nc72398145,2015-02-20T14:50:03.939Z,"5km NW of The Geysers, California",earthquake
2015-02-20T14:28:18.160Z,38.8065,-122.8115,3.29,2.67,md,71,24,0.01274,0.04,nc,nc72398140,2015-02-20T22:30:53.998Z,"5km NW of The Geysers, California",earthquake
2015-02-20T14:24:27.000Z,60.4643,-147.8123,9.2,1.2,ml,,,,0.51,ak,ak11516950,2015-02-24T18:50:15.596Z,"58km SE of Whittier, Alaska",earthquake
2015-02-20T14:19:01.000Z,60.4628,-147.7954,9.8,2,ml,,,,0.72,ak,ak11513995,2015-02-24T18:50:37.671Z,"59km SE of Whittier, Alaska",earthquake
2015-02-20T14:17:55.000Z,60.2978,-141.7264,7.6,1,ml,,,,0.62,ak,ak11513994,2015-02-24T18:49:56.339Z,"46km NE of Cape Yakataga, Alaska",earthquake
2015-02-20T14:16:17.610Z,36.0301667,-117.8195,0.28,0.86,ml,17,54,0.04424,0.11,ci,ci37097863,2015-02-21T01:37:16.846Z,"12km E of Coso Junction, California",earthquake
2015-02-20T14:16:02.050Z,46.2016667,-122.1781667,4.37,0.13,md,7,141,0.01395,0.07,uw,uw60972696,2015-02-21T21:43:40.720Z,"38km NNE of Amboy, Washington",earthquake
2015-02-20T14:14:34.730Z,36.0695,-117.5965,1.1,0.85,ml,17,174,0.08785,0.27,ci,ci37097855,2015-02-23T23:51:01.206Z,"32km ENE of Little Lake, California",earthquake
2015-02-20T14:12:41.700Z,37.6313333,-118.8705,5.08,0.59,md,15,93,0.0137,0.03,nc,nc72398135,2015-02-20T18:52:06.532Z,"9km ESE of Mammoth Lakes, California",earthquake
2015-02-20T14:09:08.690Z,44.5666667,-110.7231667,5.91,1.75,md,9,85,0.069,0.1,uu,uu60102402,2015-02-20T15:57:44.180Z,"14km NE of Old Faithful Geyser, Wyoming",earthquake
2015-02-20T14:06:45.210Z,37.631,-118.8725,4.89,2.29,md,30,77,0.01418,0.05,nc,nc72398125,2015-02-20T21:57:07.441Z,"9km ESE of Mammoth Lakes, California",earthquake
2015-02-20T14:04:05.000Z,63.2744,-151.1024,14,0.9,ml,,,,0.59,ak,ak11513993,2015-02-24T18:50:42.985Z,"108km W of Cantwell, Alaska",earthquake
2015-02-20T13:57:54.100Z,38.7755013,-122.7229996,2.47,0.87,md,12,72,0.005026,0.02,nc,nc72398105,2015-02-20T16:32:01.569Z,"2km E of The Geysers, California",earthquake
2015-02-20T13:52:13.590Z,37.1387,-117.276,19.85,0.29,ml,5,179.57,0.172,,nn,nn00483727,2015-02-20T13:53:29.878Z,"52km WNW of Beatty, Nevada",earthquake
2015-02-20T13:40:30.000Z,63.1576,-150.5482,117.2,1.2,ml,,,,0.4,ak,ak11513964,2015-02-24T18:50:51.260Z,"84km WSW of Cantwell, Alaska",earthquake
2015-02-20T13:39:28.000Z,56.2806,-155.8729,70.6,3,ml,,,,0.5,ak,ak11513965,2015-02-24T18:53:34.460Z,"53km NNW of Chirikof Island, Alaska",earthquake
2015-02-20T13:34:35.000Z,62.6091,-151.2554,90.9,2,ml,,,,0.53,ak,ak11513959,2015-02-24T18:50:41.602Z,"67km WNW of Talkeetna, Alaska",earthquake
2015-02-20T13:30:04.000Z,64.6278,-148.0493,13.1,0.4,ml,,,,0.34,ak,ak11513960,2015-02-24T18:49:55.596Z,"24km S of Ester, Alaska",earthquake
2015-02-20T13:24:22.920Z,38.7869987,-122.7774963,2.68,0.28,md,9,125,0.01022,0.01,nc,nc72398095,2015-02-20T16:08:02.160Z,"2km WNW of The Geysers, California",earthquake
2015-02-20T13:24:15.140Z,38.0065,-119.0298333,6.27,1.46,md,14,265,0.2965,0.06,nc,nc72398100,2015-02-20T19:31:07.993Z,"32km SSE of Bridgeport, California",earthquake
2015-02-20T13:18:06.320Z,33.949,-118.314,2.74,1.41,ml,16,114,0.04872,0.22,ci,ci37097807,2015-02-23T23:51:16.214Z,"3km ESE of Inglewood, California",earthquake
2015-02-20T13:14:13.000Z,63.1788,-151.4588,8.7,1,ml,,,,0.57,ak,ak11513957,2015-02-24T18:50:47.443Z,"117km NW of Talkeetna, Alaska",earthquake
2015-02-20T13:09:44.000Z,63.2896,-151.4691,8,0.8,ml,,,,0.43,ak,ak11513955,2015-02-24T18:49:54.860Z,"126km W of Cantwell, Alaska",earthquake
2015-02-20T13:04:36.000Z,63.0368,-151.4181,2.8,0.8,ml,,,,0.77,ak,ak11516940,2015-02-24T18:50:14.639Z,"103km NW of Talkeetna, Alaska",earthquake
2015-02-20T13:01:09.090Z,-7.147,154.8429,19.21,4.9,mb,,69,3.966,0.74,us,usc000trvf,2015-02-20T21:03:44.868Z,"116km SW of Panguna, Papua New Guinea",earthquake
2015-02-20T12:56:33.440Z,39.4221,144.1239,38.01,4.1,mb,,239,2.692,0.49,us,usc000trty,2015-02-20T20:59:06.778Z,"187km E of Yamada, Japan",earthquake
2015-02-20T12:50:22.000Z,61.3817,-146.8231,31.2,1.3,ml,,,,0.38,ak,ak11513952,2015-02-24T18:50:44.512Z,"37km NW of Valdez, Alaska",earthquake
2015-02-20T12:35:50.700Z,38.8358345,-122.8034973,2.84,0.97,md,17,53,0.01059,0.02,nc,nc72398070,2015-02-20T15:07:02.281Z,"7km WNW of Cobb, California",earthquake
2015-02-20T12:29:59.000Z,60.1782,-152.4772,89.5,1.7,ml,,,,0.58,ak,ak11513948,2015-02-24T18:50:50.215Z,"37km SSE of Redoubt Volcano, Alaska",earthquake
2015-02-20T12:23:00.122Z,41.8613,-119.6478,7.3003,1.18,ml,5,222.76,0.144,0.1527,nn,nn00483750,2015-02-20T18:50:07.757Z,"68km ESE of Lakeview, Oregon",earthquake
2015-02-20T12:20:32.000Z,38.8233337,-122.8099976,1.91,0.55,md,7,135,0.01916,0.02,nc,nc72398065,2015-02-20T12:43:02.287Z,"6km NW of The Geysers, California",earthquake
2015-02-20T12:19:25.950Z,36.0546667,-117.5861667,8.41,0.36,ml,7,112,0.0788,0.08,ci,ci37097791,2015-02-21T01:13:11.687Z,"32km ENE of Little Lake, California",earthquake
2015-02-20T12:18:20.000Z,62.0306,-150.5318,14.3,0.9,ml,,,,0.46,ak,ak11516937,2015-02-24T18:51:08.574Z,"38km WSW of Y, Alaska",earthquake
2015-02-20T12:18:01.260Z,40.6875,-123.5063333,23.8,2.01,md,29,48,0.1495,0.08,nc,nc72398060,2015-02-21T06:25:05.105Z,"29km SSE of Willow Creek, California",earthquake
2015-02-20T12:12:38.480Z,36.0555,-117.5995,1.1,0.58,ml,11,101,0.08957,0.16,ci,ci37097783,2015-02-23T23:51:21.223Z,"31km ENE of Little Lake, California",earthquake
2015-02-20T12:07:26.660Z,36.0133333,-117.8938333,5.47,0.68,ml,7,140,0.006237,0.07,ci,ci37097775,2015-02-21T01:11:01.672Z,"6km SE of Coso Junction, California",earthquake
2015-02-20T12:03:34.000Z,50.7319,-175.4324,39.8,2.6,ml,,,,0.49,ak,ak11516936,2015-02-24T18:53:17.193Z,"153km SE of Adak, Alaska",earthquake
2015-02-20T12:03:26.940Z,38.7468333,-122.7238333,2.78,0.65,md,12,202,0.01722,0.04,nc,nc71089914,2015-02-21T01:08:58.130Z,"4km SE of The Geysers, California",earthquake
2015-02-20T12:03:22.270Z,38.8136667,-122.8231667,3.59,0.18,md,20,78,0.006709,0.02,nc,nc72398050,2015-02-21T01:06:27.180Z,"7km NW of The Geysers, California",earthquake
2015-02-20T11:59:40.000Z,59.7568,-152.8312,88.6,1.8,ml,,,,0.51,ak,ak11513947,2015-02-24T18:50:49.457Z,"56km W of Anchor Point, Alaska",earthquake
2015-02-20T11:55:53.790Z,33.6695,-116.72,17.14,0.45,ml,19,96,0.04184,0.13,ci,ci37097767,2015-02-23T23:51:31.230Z,"8km S of Idyllwild, California",earthquake
2015-02-20T11:54:26.530Z,33.3601667,-116.9021667,21.88,0.76,ml,24,99,0.03371,0.2,ci,ci37097759,2015-02-23T23:51:36.237Z,"4km W of Palomar Observatory, California",earthquake
2015-02-20T11:51:13.800Z,36.0526667,-117.604,1.1,0.86,ml,13,106,0.09333,0.18,ci,ci37097751,2015-02-23T23:51:41.244Z,"30km ENE of Little Lake, California",earthquake
2015-02-20T11:40:38.320Z,35.9243333,-120.4741667,4.98,1.73,md,55,46,0.01688,0.06,nc,nc72398040,2015-02-21T00:15:09.506Z,"26km SSW of Coalinga, California",earthquake
2015-02-20T11:40:27.140Z,36.0556667,-117.595,0,0.34,ml,14,106,0.08592,0.31,ci,ci37097743,2015-02-21T01:08:11.655Z,"31km ENE of Little Lake, California",earthquake
2015-02-20T11:39:15.600Z,44.583,-112.1453,10.4,1.4,mc,22,46.7999962560003,0.1778664,0.19,mb,mb15902019,2015-02-23T16:09:58.740Z,"35km E of Lima, Montana",earthquake
2015-02-20T11:39:10.500Z,33.4746667,-116.5686667,9.38,0.72,ml,32,78,0.03442,0.18,ci,ci37097735,2015-02-23T23:52:18.130Z,"13km SE of Anza, California",earthquake
2015-02-20T11:37:43.200Z,36.0015,-120.5716667,5.95,1.1,md,32,90,0.02913,0.07,nc,nc72398035,2015-02-20T22:29:02.876Z,"24km SW of Coalinga, California",earthquake
2015-02-20T11:35:44.780Z,38.8216667,-122.765831,2.6,1.19,md,15,87,0.009352,0.02,nc,nc72398025,2015-02-20T13:44:04.401Z,"3km W of Cobb, California",earthquake
2015-02-20T11:35:44.770Z,38.8191667,-122.7645,2.62,1.04,md,31,46,0.01205,0.05,nc,nc72398030,2015-02-20T19:49:54.390Z,"3km W of Cobb, California",earthquake
2015-02-20T11:35:22.324Z,41.8445,-119.6434,9.3866,2.66,ml,6,122.38,0.158,0.1699,nn,nn00483721,2015-02-20T19:37:50.895Z,"68km SE of Lakeview, Oregon",earthquake
2015-02-20T11:35:08.050Z,35.9233333,-120.4728333,5.12,1.63,md,47,54,0.01681,0.06,nc,nc72398020,2015-02-21T00:06:11.790Z,"26km SSW of Coalinga, California",earthquake
2015-02-20T11:33:31.000Z,59.3602,-136.5318,13.4,1,ml,,,,0.58,ak,ak11516933,2015-02-24T18:50:12.725Z,"63km WNW of Haines, Alaska",earthquake
2015-02-20T11:22:36.780Z,38.8165016,-122.8193359,2.9,1.13,md,23,47,0.009986,0.02,nc,nc72398005,2015-02-20T11:24:16.380Z,"6km NW of The Geysers, California",earthquake
2015-02-20T11:21:28.330Z,38.8144989,-122.8201675,3.09,0.79,md,15,71,0.009009,0.01,nc,nc72398010,2015-02-20T11:23:05.730Z,"6km NW of The Geysers, California",earthquake
2015-02-20T11:19:54.000Z,60.1655,-150.6693,56.9,1.3,ml,,,,0.39,ak,ak11513920,2015-02-24T18:51:00.639Z,"41km S of Sterling, Alaska",earthquake
2015-02-20T11:19:31.920Z,33.5146667,-116.4361667,8.75,0.33,ml,16,86,0.08999,0.19,ci,ci37097719,2015-02-23T23:51:56.256Z,"20km SW of La Quinta, California",earthquake
2015-02-20T11:16:49.000Z,63.2019,-149.7309,97.2,2.5,ml,,,,0.42,ak,ak11513914,2015-02-24T18:49:46.378Z,"44km WSW of Cantwell, Alaska",earthquake
2015-02-20T11:16:19.330Z,38.8128333,-122.8205,3.42,2.64,md,75,21,0.007851,0.05,nc,nc72397995,2015-02-20T20:47:07.820Z,"6km NW of The Geysers, California",earthquake
2015-02-20T11:15:56.850Z,36.0628333,-117.5938333,1.3,2.6,ml,34,42,0.08507,0.2,ci,ci37097711,2015-02-24T00:24:57.190Z,"32km ENE of Little Lake, California",earthquake
2015-02-20T11:09:12.920Z,40.0294,142.5594,2.01,4.4,mb,,176,2.034,1.05,us,usc000trth,2015-02-20T19:11:46.542Z,"67km NE of Miyako, Japan",earthquake
2015-02-20T11:01:43.180Z,36.0576667,-117.5945,0.04,1.15,ml,22,68,0.08548,0.35,ci,ci37097703,2015-02-23T23:53:12.250Z,"31km ENE of Little Lake, California",earthquake
2015-02-20T10:59:46.519Z,41.8571,-119.6433,7.9759,1.22,ml,5,223.54,0.149,0.1576,nn,nn00483723,2015-02-20T11:43:01.786Z,"68km ESE of Lakeview, Oregon",earthquake
2015-02-20T10:55:39.330Z,36.5598333,-89.705,9.62,1.57,md,26,57,0.04156,0.19,nm,nm60069622,2015-02-20T15:30:59.960Z,"8km WSW of Lilbourn, Missouri",earthquake
2015-02-20T10:30:24.430Z,37.759,-122.1538333,12.05,1.08,md,38,61,0.0286,0.07,nc,nc72397975,2015-02-20T19:11:20.028Z,"3km N of San Leandro, California",earthquake
2015-02-20T10:27:17.500Z,18.5284,-65.05,3,2.7,Md,7,194.4,0.3117154,0.31,pr,pr15051003,2015-02-20T18:29:44.115Z,"24km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake
2015-02-20T10:25:50.000Z,60.6565,-150.7433,53.3,2.2,ml,,,,0.58,ak,ak11513910,2015-02-24T18:49:11.098Z,"13km N of Sterling, Alaska",earthquake
2015-02-20T10:21:58.000Z,64.627,-150.2826,19.3,0.6,ml,,,,0.76,ak,ak11516929,2015-02-24T18:50:11.927Z,"44km SSE of Manley Hot Springs, Alaska",earthquake
